lemma,compound,occurences,mean_kids,mean_kids_uniq,median_kids,median_kids_uniq,min_kids,min_kids_uniq,max_kids,max_kids_uniq,stdev_kids,stdev_kids_uniq,pstdev_kids,pstdev_kids_uniq
katma,,635,2.53,2.43,2.0,2.0,0,0,7,7,0.96,0.87,0.96,0.87
käituma,,635,2.37,2.13,2.0,2.0,0,0,7,5,1.14,0.92,1.13,0.92
julgema,,634,1.98,1.92,2.0,2.0,0,0,6,5,0.99,0.91,0.99,0.91
tundma,ära,630,2.65,2.46,3.0,2.5,0,0,6,6,1.12,0.97,1.12,0.97
põlema,,629,2.03,1.88,2.0,2.0,0,0,6,6,1.14,0.99,1.14,0.99
kuulutama,,625,2.41,2.31,2.0,2.0,0,0,6,6,1.26,1.17,1.26,1.17
omandama,,620,2.83,2.69,3.0,3.0,0,0,7,6,1.14,1.05,1.14,1.04
jutustama,,609,2.3,2.23,2.0,2.0,0,0,8,6,1.19,1.11,1.19,1.11
saavutama,,609,2.94,2.79,3.0,3.0,1,1,8,6,1.17,1.05,1.17,1.05
nägema,ette,607,2.42,2.34,2.0,2.0,1,1,6,6,0.92,0.82,0.92,0.81
raputama,,606,2.2,2.13,2.0,2.0,0,0,6,6,0.94,0.88,0.94,0.88
hukkuma,,604,2.15,1.99,2.0,2.0,0,0,7,6,1.22,1.02,1.21,1.02
suhtuma,,603,2.93,2.75,3.0,3.0,0,0,7,6,1.0,0.85,1.0,0.84
keskenduma,,596,2.36,2.3,2.0,2.0,0,0,6,5,0.95,0.91,0.95,0.91
vastutama,,596,2.75,2.67,3.0,2.0,0,0,9,7,1.17,1.08,1.17,1.08
vahetama,,595,2.52,2.41,2.0,2.0,0,0,7,7,1.13,1.05,1.13,1.05
lähenema,,589,2.28,2.21,2.0,2.0,0,0,6,5,1.06,0.99,1.06,0.99
kulgema,,587,2.52,2.38,2.0,2.0,0,0,7,7,0.97,0.9,0.97,0.9
arutama,,586,2.54,2.4,3.0,2.0,0,0,6,6,1.19,1.06,1.19,1.06
kohtama,,585,2.83,2.66,3.0,3.0,0,0,7,6,1.08,0.95,1.08,0.95
käskima,,585,1.98,1.96,2.0,2.0,0,0,5,5,1.01,0.99,1.01,0.98
jagunema,,577,2.76,2.65,3.0,3.0,0,0,6,6,0.84,0.8,0.84,0.8
olenema,,560,2.21,2.13,2.0,2.0,0,0,6,5,0.94,0.85,0.94,0.85
puutuma,,551,2.46,2.35,2.0,2.0,0,0,7,5,0.76,0.65,0.76,0.65
rippuma,,550,2.55,2.43,2.0,2.0,0,0,6,6,0.99,0.86,0.99,0.86
unustama,,550,2.31,2.21,2.0,2.0,0,0,7,6,1.11,1.03,1.11,1.03
sarnanema,,544,2.63,2.56,3.0,3.0,0,0,6,6,0.9,0.83,0.9,0.83
kontrollima,,543,2.28,2.2,2.0,2.0,0,0,6,6,1.11,1.01,1.1,1.01
soodustama,,543,2.29,2.23,2.0,2.0,0,0,5,5,0.82,0.78,0.82,0.78
ühendama,,542,2.49,2.39,2.0,2.0,0,0,5,5,0.94,0.84,0.94,0.84
pomisema,,538,1.54,1.48,1.0,1.0,0,0,5,5,0.91,0.86,0.91,0.86
siduma,,535,2.8,2.68,3.0,3.0,0,0,7,6,1.08,1.0,1.08,1.0
sisalduma,,535,1.45,1.36,1.0,1.0,0,0,6,6,1.39,1.28,1.39,1.28
kaaluma,,525,2.15,2.07,2.0,2.0,0,0,6,5,1.1,1.02,1.1,1.02
torkama,,520,2.93,2.82,3.0,3.0,0,0,7,7,1.2,1.14,1.2,1.14
ulatama,,519,2.56,2.48,2.0,2.0,1,1,7,6,1.06,1.01,1.06,1.0
väljuma,,517,2.23,2.16,2.0,2.0,0,0,6,6,1.18,1.11,1.18,1.11
kannatama,,514,2.31,2.18,2.0,2.0,0,0,6,6,1.06,0.97,1.05,0.97
säilima,,513,1.78,1.71,2.0,2.0,0,0,5,5,1.11,1.04,1.11,1.04
väsima,,506,0.96,0.86,1.0,1.0,0,0,5,4,1.08,0.94,1.08,0.94
külastama,,503,2.83,2.67,3.0,3.0,0,0,7,6,1.12,0.99,1.12,0.99
rõõmustama,,502,1.85,1.77,2.0,2.0,0,0,6,5,1.05,0.94,1.05,0.94
väljenduma,,500,2.06,1.98,2.0,2.0,0,0,6,5,1.06,1.0,1.06,0.99
sulgema,,495,2.34,2.25,2.0,2.0,0,0,7,6,1.13,1.02,1.13,1.02
seostuma,,491,2.67,2.55,3.0,2.0,0,0,6,6,0.99,0.87,0.99,0.87
tõestama,,491,2.48,2.41,2.0,2.0,0,0,5,5,0.89,0.81,0.89,0.81
võitlema,,490,2.37,2.3,2.0,2.0,0,0,6,6,1.12,1.06,1.12,1.06
lamama,,489,2.41,2.21,2.0,2.0,0,0,7,6,1.15,0.97,1.15,0.97
takistama,,487,2.55,2.46,2.0,2.0,0,0,7,5,0.99,0.89,0.99,0.89
eristama,,486,2.75,2.66,3.0,3.0,0,0,6,6,0.91,0.87,0.91,0.87
lükkama,,486,2.94,2.79,3.0,3.0,0,0,7,6,1.19,1.08,1.18,1.08
vaatlema,,486,2.42,2.26,2.0,2.0,0,0,7,6,0.95,0.84,0.95,0.84
katsuma,,479,1.93,1.87,2.0,2.0,0,0,6,5,0.97,0.9,0.97,0.9
kommenteerima,,479,1.62,1.59,1.0,1.0,0,0,5,5,0.88,0.84,0.88,0.84
asetama,,477,3.03,2.86,3.0,3.0,0,0,7,7,1.08,0.99,1.08,0.99
moodustuma,,476,2.25,2.12,2.0,2.0,0,0,7,5,1.1,0.94,1.1,0.94
põgenema,,476,2.09,2.0,2.0,2.0,0,0,8,6,1.35,1.22,1.34,1.22
tapma,,476,2.32,2.2,2.0,2.0,0,0,7,7,1.16,1.06,1.16,1.06
kurtma,,475,1.96,1.92,2.0,2.0,0,0,7,6,1.03,0.99,1.03,0.98
tuletama,,473,3.36,3.27,3.0,3.0,1,1,11,8,1.15,1.05,1.15,1.05
olema,lahti,466,2.04,1.88,2.0,2.0,0,0,6,5,1.02,0.87,1.02,0.87
peituma,,466,2.34,2.26,2.0,2.0,0,0,5,5,0.8,0.73,0.8,0.73
ronima,,465,2.27,2.19,2.0,2.0,0,0,7,6,1.06,0.99,1.06,0.99
puhkema,,463,2.39,2.26,2.0,2.0,0,0,7,6,1.04,0.93,1.04,0.93
parandama,,462,2.15,2.08,2.0,2.0,0,0,7,6,1.07,0.98,1.07,0.98
eksima,,460,1.89,1.75,2.0,2.0,0,0,6,6,1.11,0.97,1.11,0.97
nutma,,453,1.6,1.49,1.0,1.0,0,0,6,5,1.17,1.03,1.17,1.03
valmistama,,453,2.85,2.74,3.0,3.0,1,1,6,5,1.04,0.98,1.04,0.98
voolama,,453,2.28,2.18,2.0,2.0,0,0,6,6,1.08,0.98,1.08,0.98
hüppama,,451,2.21,2.13,2.0,2.0,0,0,8,6,1.22,1.12,1.21,1.12
segama,,451,2.33,2.21,2.0,2.0,0,0,6,5,1.04,0.92,1.03,0.91
tormama,,451,2.33,2.25,2.0,2.0,0,0,8,6,1.14,1.06,1.14,1.06
mahtuma,,446,2.48,2.36,2.0,2.0,0,0,9,5,0.98,0.86,0.98,0.86
minema,ära,443,1.96,1.83,2.0,2.0,0,0,5,5,1.16,1.04,1.15,1.04
piirduma,,442,2.43,2.37,2.0,2.0,0,0,5,5,0.9,0.82,0.9,0.82
vahendama,,442,1.66,1.6,1.0,1.0,0,0,8,8,1.03,0.98,1.03,0.98
mainima,,439,2.43,2.35,2.0,2.0,0,0,6,6,1.02,0.98,1.02,0.98
tellima,,439,2.62,2.53,3.0,2.0,0,0,8,7,1.28,1.19,1.27,1.19
aitama,kaasa,437,2.51,2.45,2.0,2.0,1,1,6,6,0.89,0.81,0.89,0.81
kiskuma,,437,2.73,2.57,3.0,3.0,0,0,6,6,1.07,0.98,1.07,0.97
koostama,,434,2.43,2.31,2.0,2.0,0,0,7,7,1.18,1.08,1.18,1.08
paranema,,432,2.07,1.97,2.0,2.0,0,0,7,7,1.13,1.02,1.13,1.02
veetma,,431,3.32,3.13,3.0,3.0,1,1,8,7,1.14,1.04,1.13,1.04
kasvatama,,424,2.58,2.47,3.0,2.0,0,0,7,5,1.16,1.07,1.16,1.07
nautima,,424,2.36,2.26,2.0,2.0,0,0,7,5,1.13,1.0,1.13,1.0
oletama,,423,1.49,1.47,1.0,1.0,0,0,4,4,0.79,0.76,0.79,0.76
päästma,,423,2.5,2.4,2.0,2.0,0,0,6,6,0.99,0.94,0.99,0.94
saama,kokku,421,2.41,2.26,2.0,2.0,0,0,9,7,1.26,1.13,1.25,1.13
sätestama,,421,2.56,2.34,2.0,2.0,0,0,8,7,1.01,0.86,1.01,0.86
varjama,,421,2.66,2.56,3.0,2.0,0,0,9,8,1.06,0.98,1.06,0.98
peegeldama,,418,2.56,2.48,2.0,2.0,0,0,5,5,0.86,0.78,0.86,0.78
toetuma,,418,2.43,2.35,2.0,2.0,0,0,6,5,0.99,0.89,0.99,0.88
ehitama,,416,2.63,2.51,3.0,2.0,0,0,6,6,1.18,1.1,1.18,1.1
hoiatama,,415,2.14,2.11,2.0,2.0,0,0,5,5,1.1,1.06,1.09,1.05
kujutama,ette,414,2.02,1.92,2.0,2.0,0,0,6,5,1.23,1.12,1.23,1.11
reageerima,,414,2.57,2.43,3.0,2.0,0,0,5,5,1.07,0.97,1.07,0.97
tegema,lahti,414,2.14,2.07,2.0,2.0,0,0,6,5,1.03,0.95,1.03,0.95
kinkima,,413,3.11,2.98,3.0,3.0,0,0,6,6,1.11,1.05,1.11,1.05
katkestama,,412,2.35,2.26,2.0,2.0,0,0,6,6,1.05,0.97,1.05,0.97
arvestama,,411,2.34,2.26,2.0,2.0,0,0,6,5,1.06,0.98,1.06,0.98
tingima,,411,2.45,2.39,2.0,2.0,0,0,5,5,0.76,0.71,0.75,0.71
lõpma,,409,1.98,1.89,2.0,2.0,0,0,5,5,0.98,0.89,0.98,0.89
sadama,,409,2.01,1.85,2.0,2.0,0,0,5,5,1.09,0.99,1.09,0.99
võrdlema,,409,2.54,2.46,3.0,2.0,0,0,6,6,1.14,1.1,1.14,1.1
häirima,,408,2.44,2.32,2.0,2.0,0,0,6,5,0.98,0.88,0.98,0.88
kaitsma,,408,2.61,2.51,3.0,2.0,0,0,7,6,1.21,1.11,1.21,1.11
süüdistama,,408,2.93,2.79,3.0,3.0,0,0,7,6,1.12,0.99,1.12,0.99
domineerima,,405,2.3,2.2,2.0,2.0,0,0,6,5,0.92,0.84,0.92,0.84
ründama,,404,2.72,2.56,3.0,3.0,0,0,10,8,1.47,1.27,1.47,1.26
kalduma,,399,2.49,2.42,2.0,2.0,0,0,6,6,1.01,0.96,1.01,0.96
valdama,,398,2.62,2.52,3.0,2.0,0,0,6,6,0.91,0.82,0.9,0.82
kogema,,396,1.42,1.37,1.0,1.0,0,0,6,5,1.52,1.44,1.52,1.44
tooma,välja,394,2.66,2.54,3.0,2.0,1,1,6,5,0.94,0.82,0.93,0.82
lõikama,,392,2.58,2.47,3.0,2.0,0,0,9,7,1.15,1.04,1.15,1.04
pühkima,,392,2.75,2.66,3.0,3.0,0,0,7,7,1.14,1.06,1.14,1.06
alistama,,389,3.77,3.45,4.0,3.0,1,1,7,6,1.19,1.05,1.19,1.05
rikkuma,,387,2.33,2.24,2.0,2.0,0,0,6,5,0.97,0.87,0.97,0.87
valetama,,386,1.59,1.52,1.0,1.0,0,0,8,8,1.15,1.04,1.15,1.04
silmitsema,,381,2.46,2.36,2.0,2.0,0,0,7,7,0.99,0.95,0.99,0.94
tungima,,379,2.66,2.55,3.0,2.0,0,0,7,6,1.1,1.0,1.1,1.0
äratama,,379,2.67,2.59,3.0,3.0,0,0,8,7,1.03,0.97,1.03,0.97
kaitsema,,378,2.43,2.32,2.0,2.0,0,0,7,6,1.29,1.18,1.29,1.18
pälvima,,378,2.81,2.65,3.0,3.0,0,0,7,6,1.08,0.98,1.08,0.98
suunduma,,378,2.53,2.45,2.0,2.0,0,0,7,7,1.16,1.12,1.16,1.12
kulutama,,374,3.21,3.07,3.0,3.0,1,1,7,6,1.15,1.04,1.15,1.03
naasma,,373,2.36,2.28,2.0,2.0,0,0,6,5,1.09,1.04,1.09,1.03
ühinema,,373,1.97,1.9,2.0,2.0,0,0,6,5,1.21,1.16,1.21,1.16
võtma,kinni,372,2.62,2.55,3.0,3.0,0,0,6,5,1.07,1.02,1.07,1.02
arutlema,,371,1.7,1.63,1.0,1.0,0,0,6,5,1.04,0.95,1.04,0.95
jalutama,,369,2.38,2.27,2.0,2.0,0,0,7,6,1.19,1.09,1.19,1.09
tõusma,püsti,369,1.42,1.36,1.0,1.0,0,0,5,4,1.01,0.93,1.01,0.93
tulema,ette,368,2.26,2.07,2.0,2.0,0,0,5,5,1.05,0.93,1.05,0.92
sõlmima,,366,3.18,3.03,3.0,3.0,0,0,7,6,1.21,1.11,1.21,1.11
taotlema,,366,2.79,2.7,3.0,3.0,0,0,7,6,1.12,1.04,1.12,1.04
võima,,366,0.83,0.76,1.0,1.0,0,0,4,3,0.81,0.71,0.81,0.71
kõrgenema,,365,0.32,0.31,0.0,0.0,0,0,4,3,0.63,0.58,0.63,0.58
võtma,kaasa,365,2.54,2.38,3.0,2.0,0,0,7,6,1.2,1.08,1.19,1.08
tantsima,,364,1.82,1.74,2.0,2.0,0,0,6,6,1.18,1.1,1.18,1.1
tuginema,,361,2.47,2.4,2.0,2.0,1,1,5,5,0.78,0.7,0.78,0.7
tõmbuma,,361,2.42,2.25,2.0,2.0,0,0,5,5,0.94,0.83,0.94,0.83
liigutama,,360,2.34,2.24,2.0,2.0,0,0,6,6,1.09,0.97,1.08,0.97
murdma,,360,2.62,2.49,3.0,2.0,0,0,6,6,1.19,1.11,1.18,1.11
keelama,,359,2.59,2.49,3.0,3.0,0,0,7,6,1.25,1.14,1.25,1.14
puhuma,,359,2.34,2.26,2.0,2.0,0,0,6,5,1.03,0.95,1.03,0.95
hoidma,kinni,357,2.61,2.48,3.0,3.0,1,1,8,7,1.08,0.96,1.08,0.96
varieeruma,,356,2.63,2.5,3.0,2.0,0,0,6,5,1.07,0.95,1.07,0.95
laekuma,,355,2.49,2.36,2.0,2.0,0,0,7,7,1.36,1.22,1.35,1.22
vihkama,,354,2.22,2.12,2.0,2.0,0,0,5,4,0.96,0.85,0.96,0.85
tooma,esile,353,2.55,2.44,2.0,2.0,0,0,6,5,0.86,0.77,0.86,0.77
suudlema,,352,2.08,1.95,2.0,2.0,0,0,5,5,1.16,1.09,1.16,1.09
eelnema,,347,1.6,1.55,2.0,2.0,0,0,6,6,1.27,1.21,1.27,1.21
värisema,,347,1.59,1.5,1.0,1.0,0,0,6,4,0.96,0.84,0.96,0.84
kahtlema,,346,1.91,1.82,2.0,2.0,0,0,5,5,1.04,0.92,1.04,0.92
ennustama,,344,2.35,2.28,2.0,2.0,0,0,7,7,1.13,1.04,1.13,1.04
möönma,,344,1.87,1.85,2.0,2.0,0,0,6,5,0.89,0.85,0.89,0.85
tervitama,,344,2.47,2.39,3.0,2.0,0,0,7,5,1.1,1.01,1.1,1.01
minema,välja,343,1.86,1.78,2.0,2.0,0,0,7,6,1.26,1.15,1.26,1.15
kihutama,,342,2.6,2.47,2.0,2.0,0,0,7,7,1.27,1.16,1.27,1.15
täiendama,,342,2.12,2.06,2.0,2.0,0,0,6,6,1.22,1.17,1.22,1.16
vajutama,,342,2.29,2.19,2.0,2.0,0,0,7,7,1.14,1.04,1.14,1.04
kolima,,340,2.72,2.64,3.0,3.0,0,0,6,6,1.16,1.08,1.16,1.08
lebama,,340,2.55,2.39,2.0,2.0,0,0,6,5,1.03,0.91,1.03,0.91
säilitama,,338,2.49,2.4,2.0,2.0,0,0,7,6,1.08,1.01,1.08,1.0
jääma,alla,337,3.09,2.92,3.0,3.0,0,0,7,7,1.13,1.02,1.13,1.02
olema,alles,337,2.24,2.01,2.0,2.0,0,0,6,5,1.04,0.82,1.04,0.82
juhatama,,336,2.68,2.57,3.0,2.0,0,0,6,5,1.11,1.03,1.11,1.03
sirutama,,332,2.48,2.44,2.0,2.0,0,0,6,6,1.03,0.98,1.03,0.98
nähtuma,,329,1.28,1.24,1.0,1.0,0,0,4,4,0.72,0.68,0.71,0.67
särama,,329,1.98,1.89,2.0,2.0,0,0,7,5,1.01,0.9,1.0,0.9
jääma,maha,327,2.46,2.33,2.0,2.0,0,0,5,5,1.13,1.02,1.12,1.02
ümbritsema,,327,2.27,2.19,2.0,2.0,0,0,5,4,0.86,0.81,0.86,0.81
kujundama,,326,2.46,2.37,2.0,2.0,0,0,5,5,0.94,0.87,0.94,0.87
libisema,,325,2.5,2.38,2.0,2.0,0,0,6,5,1.09,0.96,1.09,0.95
asendama,,324,2.7,2.56,3.0,2.0,1,1,7,6,0.99,0.88,0.99,0.88
vaatama,ringi,321,1.35,1.29,1.0,1.0,0,0,5,4,1.02,0.95,1.02,0.95
minema,tagasi,319,1.98,1.9,2.0,2.0,0,0,6,5,1.0,0.91,1.0,0.91
abielluma,,315,2.1,2.0,2.0,2.0,0,0,6,5,1.14,1.03,1.14,1.03
laienema,,315,2.26,2.16,2.0,2.0,0,0,6,5,1.18,1.09,1.18,1.09
minema,edasi,315,1.65,1.53,1.0,1.0,0,0,6,5,1.1,0.95,1.1,0.94
peitma,,315,2.9,2.77,3.0,3.0,0,0,6,6,1.01,0.95,1.01,0.95
sisenema,,315,2.13,2.09,2.0,2.0,0,0,6,5,1.06,1.02,1.06,1.02
tõlkima,,315,2.13,2.03,2.0,2.0,0,0,6,6,1.37,1.27,1.37,1.27
võtma,ära,315,2.63,2.5,3.0,3.0,0,0,8,7,1.28,1.17,1.28,1.17
laskuma,,314,2.49,2.37,2.0,2.0,0,0,7,6,1.23,1.13,1.23,1.13
süütama,,314,2.04,1.96,2.0,2.0,0,0,6,6,1.09,1.0,1.08,0.99
täpsustama,,313,1.61,1.59,1.0,1.0,0,0,5,5,0.95,0.93,0.95,0.93
kehitama,,312,1.92,1.9,2.0,2.0,1,1,6,5,0.77,0.74,0.77,0.74
käima,läbi,310,2.6,2.47,2.0,2.0,0,0,7,6,1.04,0.91,1.04,0.9
astuma,sisse,309,1.86,1.76,2.0,2.0,0,0,7,6,1.16,1.07,1.16,1.07
kummarduma,,309,1.83,1.76,2.0,2.0,0,0,5,5,1.1,1.04,1.1,1.04
minema,vaja,309,2.38,2.2,2.0,2.0,0,0,6,5,1.05,0.88,1.05,0.88
võpatama,,308,1.49,1.43,1.0,1.0,0,0,5,5,0.91,0.83,0.91,0.83
unistama,,307,2.02,1.98,2.0,2.0,0,0,5,5,1.08,1.05,1.08,1.05
astuma,välja,306,2.19,2.11,2.0,2.0,0,0,6,5,1.01,0.95,1.01,0.95
hõikama,,306,1.75,1.72,2.0,2.0,0,0,5,5,0.98,0.96,0.98,0.96
suhtlema,,304,2.48,2.33,3.0,2.0,0,0,7,6,1.13,1.04,1.13,1.03
pesema,,302,2.37,2.3,2.0,2.0,0,0,6,6,1.24,1.19,1.24,1.19
valama,,302,2.89,2.75,3.0,3.0,0,0,7,7,1.09,1.03,1.09,1.02
liituma,,301,2.43,2.36,2.0,2.0,0,0,6,5,1.1,1.03,1.1,1.03
analüüsima,,300,2.41,2.28,2.0,2.0,0,0,6,6,1.09,0.97,1.08,0.97
virutama,,300,2.9,2.82,3.0,3.0,0,0,8,7,1.11,1.03,1.1,1.03
peksma,,299,2.08,1.97,2.0,2.0,0,0,9,7,1.54,1.41,1.54,1.41
vedelema,,299,2.47,2.28,2.0,2.0,0,0,8,6,1.01,0.87,1.01,0.87
valmistuma,,298,2.24,2.17,2.0,2.0,0,0,6,5,1.07,0.96,1.06,0.96
muretsema,,297,2.29,2.19,2.0,2.0,0,0,6,5,1.17,1.08,1.17,1.08
aimama,,296,2.31,2.19,2.0,2.0,0,0,5,4,0.97,0.86,0.96,0.86
hüüatama,,296,1.5,1.46,1.0,1.0,0,0,5,4,0.85,0.77,0.85,0.77
kahetsema,,296,1.96,1.84,2.0,2.0,0,0,5,4,0.95,0.85,0.95,0.85
vabandama,,296,1.56,1.51,1.0,1.0,0,0,6,5,0.99,0.91,0.99,0.91
andma,välja,295,2.81,2.65,3.0,3.0,0,0,6,6,1.12,0.99,1.12,0.99
hoolitsema,,295,2.34,2.25,2.0,2.0,0,0,6,4,0.98,0.87,0.98,0.87
vabanema,,294,2.07,1.99,2.0,2.0,0,0,6,5,1.23,1.12,1.23,1.12
tootma,,292,2.55,2.43,2.0,2.0,0,0,7,5,1.07,0.94,1.07,0.94
usaldama,,292,2.45,2.32,2.0,2.0,0,0,8,8,1.17,1.08,1.17,1.08
hingama,,291,1.89,1.79,2.0,2.0,0,0,5,5,1.05,1.0,1.05,1.0
lõhnama,,291,2.04,1.9,2.0,2.0,0,0,5,5,0.93,0.81,0.93,0.8
tõotama,,291,2.38,2.32,2.0,2.0,0,0,5,5,1.06,1.02,1.06,1.02
plaanima,,290,2.33,2.3,2.0,2.0,0,0,5,5,0.86,0.82,0.86,0.81
piirama,,289,2.48,2.4,2.0,2.0,0,0,5,5,0.96,0.87,0.96,0.87
välistama,,289,2.56,2.46,2.0,2.0,1,1,6,5,1.03,0.94,1.02,0.94
järgima,,286,2.53,2.44,2.0,2.0,0,0,7,6,0.98,0.88,0.98,0.88
vabastama,,286,2.81,2.71,3.0,3.0,0,0,6,6,1.08,1.01,1.07,1.01
seonduma,,284,2.58,2.52,2.0,2.0,0,0,6,5,0.85,0.8,0.85,0.8
sooritama,,283,2.65,2.54,3.0,3.0,0,0,6,5,1.0,0.93,1.0,0.93
suitsetama,,283,1.65,1.55,2.0,1.0,0,0,6,5,1.27,1.15,1.27,1.15
võtma,kokku,283,2.33,2.23,2.0,2.0,0,0,6,5,0.97,0.87,0.97,0.87
silitama,,279,2.12,1.96,2.0,2.0,0,0,5,5,1.04,0.88,1.04,0.88
kehtestama,,278,2.97,2.79,3.0,3.0,0,0,8,7,1.28,1.14,1.27,1.14
langetama,,278,2.69,2.6,3.0,3.0,1,1,7,7,1.11,1.05,1.1,1.05
taanduma,,278,2.44,2.35,2.0,2.0,0,0,7,5,1.06,0.96,1.06,0.96
jääma,välja,277,2.36,2.27,2.0,2.0,0,0,6,5,0.94,0.86,0.94,0.86
kaebama,,277,2.38,2.34,2.0,2.0,0,0,6,6,1.17,1.14,1.17,1.13
üllatama,,277,2.66,2.54,3.0,3.0,0,0,7,6,1.14,1.06,1.14,1.06
lagunema,,275,1.66,1.55,2.0,2.0,0,0,6,5,1.31,1.16,1.3,1.16
saama,läbi,274,2.31,2.05,2.0,2.0,0,0,6,6,1.11,0.88,1.11,0.88
venima,,274,1.99,1.93,2.0,2.0,0,0,5,5,1.08,1.02,1.07,1.02
katkema,,273,1.84,1.75,2.0,2.0,0,0,5,5,1.12,1.02,1.12,1.01
reguleerima,,273,2.48,2.41,2.0,2.0,1,1,5,5,0.85,0.8,0.85,0.8
alluma,,272,2.35,2.25,2.0,2.0,0,0,5,4,0.85,0.75,0.84,0.75
tegema,ära,272,2.38,2.27,2.0,2.0,0,0,7,5,1.23,1.14,1.22,1.13
eitama,,271,2.43,2.35,2.0,2.0,0,0,6,5,1.02,0.91,1.01,0.91
kahtlustama,,271,2.26,2.21,2.0,2.0,0,0,5,4,0.94,0.89,0.94,0.89
tulema,vastu,271,2.32,2.23,2.0,2.0,0,0,6,5,1.17,1.07,1.17,1.07
hääletama,,270,2.65,2.53,3.0,2.0,0,0,7,6,1.24,1.11,1.23,1.11
pakkuma,välja,269,2.56,2.48,2.0,2.0,0,0,7,6,1.0,0.94,1.0,0.94
siirduma,,267,2.69,2.56,3.0,2.0,0,0,6,6,1.14,1.02,1.13,1.02
pidama,kinni,266,2.78,2.62,3.0,2.5,0,0,7,6,1.35,1.17,1.35,1.17
puhkama,,266,1.91,1.79,2.0,2.0,0,0,5,4,1.17,1.04,1.17,1.04
peegelduma,,265,2.2,2.1,2.0,2.0,0,0,5,5,0.96,0.91,0.96,0.9
kiirustama,,264,2.15,2.11,2.0,2.0,0,0,6,5,1.09,1.04,1.09,1.03
mõõtma,,263,2.55,2.44,2.0,2.0,0,0,6,6,1.09,1.02,1.09,1.01
hävitama,,262,2.4,2.27,2.0,2.0,0,0,5,5,1.21,1.12,1.21,1.12
tutvuma,,262,2.41,2.27,2.0,2.0,0,0,8,6,1.21,1.04,1.2,1.04
kattuma,,261,2.25,2.17,2.0,2.0,0,0,6,5,1.09,1.02,1.09,1.02
järelduma,,260,1.42,1.37,1.0,1.0,0,0,5,4,0.75,0.66,0.75,0.66
pugema,,259,2.36,2.27,2.0,2.0,0,0,6,6,1.06,0.98,1.05,0.98
süvenema,,259,2.03,1.93,2.0,2.0,0,0,5,4,1.07,0.98,1.07,0.98
helisema,,258,1.82,1.75,2.0,2.0,0,0,6,6,0.96,0.89,0.96,0.89
koputama,,258,2.22,2.12,2.0,2.0,0,0,6,6,1.2,1.12,1.19,1.12
kustutama,,257,2.26,2.17,2.0,2.0,0,0,5,5,1.08,1.0,1.07,1.0
peatama,,256,2.66,2.52,3.0,2.0,1,1,7,7,1.14,1.06,1.14,1.06
sünnitama,,256,2.26,2.17,2.0,2.0,0,0,6,5,1.09,1.01,1.09,1.0
toimetama,,256,2.76,2.62,3.0,3.0,0,0,7,5,1.17,1.08,1.16,1.08
ilmutama,,255,3.04,2.92,3.0,3.0,1,1,7,6,1.08,0.94,1.07,0.94
kajastama,,254,2.35,2.27,2.0,2.0,0,0,5,4,0.86,0.77,0.86,0.76
kustuma,,254,1.52,1.43,2.0,1.0,0,0,4,4,1.08,0.99,1.07,0.98
panema,kinni,254,2.12,2.04,2.0,2.0,0,0,5,4,1.0,0.94,1.0,0.94
haigestuma,,253,2.3,2.16,2.0,2.0,0,0,6,5,1.33,1.2,1.33,1.2
leppima,kokku,253,2.21,2.16,2.0,2.0,0,0,5,5,1.03,1.0,1.03,0.99
jääma,üle,251,2.02,1.87,2.0,2.0,0,0,5,5,1.19,1.02,1.19,1.02
mõtlema,välja,251,2.57,2.43,3.0,2.0,0,0,7,7,1.16,1.04,1.16,1.04
kahanema,,249,2.31,2.22,2.0,2.0,0,0,6,5,1.14,1.09,1.14,1.08
kujutlema,,249,2.18,2.08,2.0,2.0,0,0,6,5,1.13,1.03,1.13,1.02
tulistama,,249,2.73,2.58,3.0,2.0,0,0,8,7,1.57,1.42,1.57,1.42
veenduma,,249,1.51,1.44,1.0,1.0,0,0,4,4,1.09,1.01,1.08,1.01
lahendama,,248,2.61,2.49,2.0,2.0,0,0,6,5,1.04,0.95,1.04,0.95
lohutama,,248,1.88,1.83,2.0,2.0,0,0,5,5,0.94,0.89,0.94,0.89
määratlema,,248,2.69,2.57,3.0,2.0,0,0,7,6,1.1,0.99,1.09,0.99
kuivama,,246,0.98,0.94,1.0,1.0,0,0,5,4,1.03,0.95,1.03,0.95
tunnustama,,246,2.48,2.39,2.0,2.0,0,0,6,6,1.12,1.04,1.12,1.04
edastama,,245,2.79,2.68,3.0,3.0,1,1,6,6,1.21,1.12,1.21,1.12
kirjutama,alla,245,2.76,2.64,3.0,3.0,0,0,7,6,1.33,1.2,1.33,1.2
kõikuma,,245,2.46,2.34,2.0,2.0,0,0,7,6,1.11,1.01,1.1,1.0
rüüpama,,245,1.93,1.88,2.0,2.0,0,0,5,4,0.97,0.9,0.97,0.9
saama,otsa,245,1.91,1.78,2.0,2.0,0,0,5,5,1.05,0.87,1.05,0.86
minema,lahti,244,2.01,1.86,2.0,2.0,0,0,6,5,1.09,0.94,1.09,0.94
viipama,,244,2.18,2.15,2.0,2.0,0,0,6,6,1.03,0.99,1.03,0.99
korjama,,243,2.8,2.65,3.0,3.0,0,0,8,8,1.19,1.16,1.19,1.16
